"","note","id","sample.size","sex","category","subcategory","unit","group_name","build","author","year","population","trait","pmid","ontology","rawfile","filename","outfile","nsnp","delimiter","header","mr","chr_col","snp_col","pos_col","ea_col","oa_col","ncontrol_col","beta_col","se_col","pval_col"
"1001","name=Interleukin-7 receptor subunit alpha; chr=5; start=35852695; end=35879603; entrez=3575; uniprot=P16871","prot-c-5089_11_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL-7 Ra",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5089-11_3_one.out.merged.h.tsv.gz","prot-c-5089_11_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5089_11_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1002","name=Leukocyte immunoglobulin-like receptor subfamily B member 1; chr=19; start=54547681; end=54632582; entrez=10859; uniprot=Q8NHL6","prot-c-5090_49_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ILT-2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5090-49_2_one.out.merged.h.tsv.gz","prot-c-5090_49_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5090_49_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1003","name=Leukocyte immunoglobulin-like receptor subfamily B member 2; chr=19; start=54238904; end=54281944; entrez=10288; uniprot=Q8N423","prot-c-5091_28_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ILT-4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5091-28_3_one.out.merged.h.tsv.gz","prot-c-5091_28_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5091_28_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1004","name=Protein jagged-1; chr=20; start=10637684; end=10674107; entrez=182; uniprot=P78504","prot-c-5092_51_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","JAG1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5092-51_3_one.out.merged.h.tsv.gz","prot-c-5092_51_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5092_51_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1005","name=Protein jagged-2; chr=14; start=105140981; end=105168824; entrez=3714; uniprot=Q9Y219","prot-c-5093_47_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","JAG2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5093-47_3_one.out.merged.h.tsv.gz","prot-c-5093_47_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5093_47_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1006","name=Junctional adhesion molecule-like; chr=11; start=118193740; end=118225094; entrez=120425; uniprot=Q86YT9","prot-c-5094_62_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","JAML1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5094-62_3_one.out.merged.h.tsv.gz","prot-c-5094_62_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5094_62_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1007","name=Killer cell immunoglobulin-like receptor 2DL4; chr=19; start=54733566; end=54844782; entrez=3805; uniprot=Q99706","prot-c-5095_21_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","KI2L4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5095-21_3_one.out.merged.h.tsv.gz","prot-c-5095_21_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5095_21_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1008","name=Killer cell immunoglobulin-like receptor 3DL2; chr=19; start=54780466; end=54897308; entrez=3812; uniprot=P43630","prot-c-5096_51_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","KI3L2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5096-51_3_one.out.merged.h.tsv.gz","prot-c-5096_51_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5096_51_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1009","name=Killer cell immunoglobulin-like receptor 3DS1; chr=19; start=54770963; end=54875495; entrez=3813; uniprot=Q14943","prot-c-5097_14_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","KI3S1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5097-14_3_one.out.merged.h.tsv.gz","prot-c-5097_14_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5097_14_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1010","name=Killer cell lectin-like receptor subfamily F member 1; chr=12; start=9827481; end=9845007; entrez=51348; uniprot=Q9NZS2","prot-c-5098_79_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","KLRF1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5098-79_3_one.out.merged.h.tsv.gz","prot-c-5098_79_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5098_79_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1011","name=Lymphocyte activation gene 3 protein; chr=12; start=6772512; end=6778455; entrez=3902; uniprot=P18627","prot-c-5099_14_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","LAG-3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5099-14_3_one.out.merged.h.tsv.gz","prot-c-5099_14_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5099_14_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1012","name=Lysosome membrane protein 2; chr=4; start=76158737; end=76213893; entrez=950; uniprot=Q14108","prot-c-5100_53_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","LIMP II",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5100-53_3_one.out.merged.h.tsv.gz","prot-c-5100_53_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5100_53_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1013","name=MHC class I polypeptide-related sequence B; chr=6; start=31485545; end=31587478; entrez=4277; uniprot=Q29980","prot-c-5102_55_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MICB",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5102-55_3_one.out.merged.h.tsv.gz","prot-c-5102_55_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5102_55_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1014","name=Cell surface glycoprotein CD200 receptor 1; chr=3; start=112921209; end=112975122; entrez=131450; uniprot=Q8TD46","prot-c-5103_30_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MO2R1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5103-30_3_one.out.merged.h.tsv.gz","prot-c-5103_30_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5103_30_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1015","name=Natural cytotoxicity triggering receptor 1; chr=19; start=54576966; end=54946235; entrez=9437; uniprot=O76036","prot-c-5104_57_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NKp46",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5104-57_3_one.out.merged.h.tsv.gz","prot-c-5104_57_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5104_57_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1016","name=Reticulon-4 receptor; chr=22; start=20241415; end=20283246; entrez=65078; uniprot=Q9BZR6","prot-c-5105_2_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Nogo Receptor",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5105-2_3_one.out.merged.h.tsv.gz","prot-c-5105_2_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5105_2_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1017","name=Neurogenic locus notch homolog protein 2; chr=1; start=119911553; end=120069626; entrez=4853; uniprot=Q04721","prot-c-5106_52_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NOTC2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5106-52_3_one.out.merged.h.tsv.gz","prot-c-5106_52_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5106_52_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1018","name=Neurogenic locus notch homolog protein 1; chr=9; start=136494444; end=136545862; entrez=4851; uniprot=P46531","prot-c-5107_7_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Notch 1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5107-7_2_one.out.merged.h.tsv.gz","prot-c-5107_7_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5107_7_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1019","name=Neurogenic locus notch homolog protein 3; chr=19; start=15159038; end=15200981; entrez=4854; uniprot=Q9UM47","prot-c-5108_72_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Notch-3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5108-72_3_one.out.merged.h.tsv.gz","prot-c-5108_72_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5108_72_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1020","name=Neuronal cell adhesion molecule; chr=7; start=108147623; end=108456717; entrez=4897; uniprot=Q92823","prot-c-5109_24_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Nr-CAM",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5109-24_3_one.out.merged.h.tsv.gz","prot-c-5109_24_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5109_24_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1021","name=Neurexin-1-beta; chr=2; start=49918505; end=51032561; entrez=9378; uniprot=P58400","prot-c-5110_84_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NRX1B",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5110-84_3_one.out.merged.h.tsv.gz","prot-c-5110_84_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5110_84_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1022","name=Neurexin-3-beta; chr=14; start=78242391; end=79868290; entrez=9369; uniprot=Q9HDB5","prot-c-5111_15_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NRX3B",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5111-15_3_one.out.merged.h.tsv.gz","prot-c-5111_15_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5111_15_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1023","name=OX-2 membrane glycoprotein; chr=3; start=112332347; end=112362812; entrez=4345; uniprot=P41217","prot-c-5112_73_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","OX2G",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5112-73_3_one.out.merged.h.tsv.gz","prot-c-5112_73_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5112_73_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1024","name=Prolactin receptor; chr=5; start=35048756; end=35230589; entrez=5618; uniprot=P16471","prot-c-5114_65_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Prolactin Receptor",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5114-65_3_one.out.merged.h.tsv.gz","prot-c-5114_65_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5114_65_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1025","name=Tumor necrosis factor receptor superfamily member 19L; chr=11; start=73376264; end=73397474; entrez=84957; uniprot=Q969Z4","prot-c-5115_31_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","RELT",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5115-31_3_one.out.merged.h.tsv.gz","prot-c-5115_31_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5115_31_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1026","name=Roundabout homolog 2; chr=3; start=75906695; end=77649964; entrez=6092; uniprot=Q9HCK4","prot-c-5116_62_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ROBO2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5116-62_2_one.out.merged.h.tsv.gz","prot-c-5116_62_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5116_62_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1027","name=Roundabout homolog 3; chr=11; start=124865386; end=124881470; entrez=64221; uniprot=Q96MS0","prot-c-5117_14_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ROBO3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5117-14_3_one.out.merged.h.tsv.gz","prot-c-5117_14_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5117_14_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1028","name=Reticulon-4; chr=2; start=54972187; end=55112621; entrez=57142; uniprot=Q9NQC3","prot-c-5118_74_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","RTN4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5118-74_2_one.out.merged.h.tsv.gz","prot-c-5118_74_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5118_74_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1029","name=Semaphorin-6A; chr=5; start=116443616; end=116574934; entrez=57556; uniprot=Q9H2E6","prot-c-5122_92_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Semaphorin-6A",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5122-92_2_one.out.merged.h.tsv.gz","prot-c-5122_92_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5122_92_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1030","name=Intercellular adhesion molecule 5; chr=19; start=10289981; end=10296778; entrez=7087; uniprot=Q9UMF0","prot-c-5124_69_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","sICAM-5",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5124-69_3_one.out.merged.h.tsv.gz","prot-c-5124_69_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5124_69_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1031","name=Sialic acid-binding Ig-like lectin 14; chr=19; start=51642553; end=51646801; entrez=100049587; uniprot=Q08ET2","prot-c-5125_6_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","SIG14",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5125-6_3_one.out.merged.h.tsv.gz","prot-c-5125_6_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5125_6_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1032","name=SLAM family member 6; chr=1; start=160485030; end=160523262; entrez=114836; uniprot=Q96DU3","prot-c-5128_53_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","SLAF6",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5128-53_3_one.out.merged.h.tsv.gz","prot-c-5128_53_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5128_53_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1033","name=Scavenger receptor class F member 1; chr=17; start=1633858; end=1645789; entrez=8578; uniprot=Q14162","prot-c-5129_12_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","SREC-I",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5129-12_3_one.out.merged.h.tsv.gz","prot-c-5129_12_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5129_12_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1034","name=Scavenger receptor class F member 2; chr=22; start=20424585; end=20437859; entrez=91179; uniprot=Q96GP6","prot-c-5130_67_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","SREC-II",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5130-67_3_one.out.merged.h.tsv.gz","prot-c-5130_67_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5130_67_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1035","name=Tumor necrosis factor receptor superfamily member 19; chr=13; start=23570370; end=23676104; entrez=55504; uniprot=Q9NS68","prot-c-5131_15_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TAJ",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5131-15_3_one.out.merged.h.tsv.gz","prot-c-5131_15_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5131_15_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1036","name=Interleukin-27 receptor subunit alpha; chr=19; start=14031748; end=14053216; entrez=9466; uniprot=Q6UWB1","prot-c-5132_71_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TCCR",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5132-71_3_one.out.merged.h.tsv.gz","prot-c-5132_71_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5132_71_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1037","name=TGF-beta receptor type-2; chr=3; start=30606502; end=30694142; entrez=7048; uniprot=P37173","prot-c-5133_17_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TGF-b R II",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5133-17_3_one.out.merged.h.tsv.gz","prot-c-5133_17_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5133_17_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1038","name=Hepatitis A virus cellular receptor 2; chr=5; start=157085832; end=157142869; entrez=84868; uniprot=Q8TDQ0","prot-c-5134_52_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TIMD3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5134-52_2_one.out.merged.h.tsv.gz","prot-c-5134_52_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5134_52_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1039","name=Tumor necrosis factor receptor superfamily member 12A; chr=16; start=3018445; end=3022383; entrez=51330; uniprot=Q9NP84","prot-c-5138_50_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TWEAKR",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5138-50_3_one.out.merged.h.tsv.gz","prot-c-5138_50_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5138_50_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1040","name=Netrin receptor UNC5C; chr=4; start=95162504; end=95549206; entrez=8633; uniprot=O95185","prot-c-5139_32_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","UNC5H3",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5139-32_3_one.out.merged.h.tsv.gz","prot-c-5139_32_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5139_32_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1041","name=Netrin receptor UNC5D; chr=8; start=35235457; end=35796550; entrez=137970; uniprot=Q6UXZ4","prot-c-5140_56_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","UNC5H4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5140-56_3_one.out.merged.h.tsv.gz","prot-c-5140_56_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5140_56_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1042","name=High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A; chr=8; start=65717510; end=65842322; entrez=5150; uniprot=Q13946","prot-c-5178_5_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","PDE7A",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5178-5_3_one.out.merged.h.tsv.gz","prot-c-5178_5_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5178_5_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1043","name=AMP Kinase (alpha1beta1gamma1); chr=12|12|5; start=119667753|49002274|40759379; end=119681630|49019197|40798374; entrez=5562|5564|5571; uniprot=Q13131|Q9Y478|P54619","prot-c-5183_53_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","AMPK a1b1g1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5183-53_3_one.out.merged.h.tsv.gz","prot-c-5183_53_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5183_53_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1044","name=GTPase KRas; chr=12; start=25204789; end=25250936; entrez=3845; uniprot=P01116","prot-c-5193_51_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","K-ras",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5193-51_3_one.out.merged.h.tsv.gz","prot-c-5193_51_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5193_51_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"1045","name=Glycylpeptide N-tetradecanoyltransferase 1; chr=17; start=45051610; end=45109016; entrez=4836; uniprot=P30419","prot-c-5196_7_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NMT1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/5196-7_3_one.out.merged.h.tsv.gz","prot-c-5196_7_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-5196_7_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
